name_csc,name_lit,ra_csc,dec_csc,Class,Subclass,ref,Cluster,HST_Counterpart,HUGS_Counterpart,F_b,F_h,F_m,F_s,L_b,L_h,L_m,L_s,P_inter,P_intra,Class,F555W_abs,F625W_abs,F656N_abs,F658N_abs,F555W-F625W,F625W-F658N,F275W_h_abs,F336W_h_abs,F438W_h_abs,F606W_h_abs,F814W_h_abs,F275W-F336W,F336W-F438W,F438W-F606W,F606W-F814W
2CXO J002402.5-720511,53,6.010597526506558,-72.0864933476727,CV,,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4841R/abstract,NGC 104,main,yes,1.3397206596451e-14,8.8110845955286e-15,2.5235825595821e-15,2.9278435011269e-15,3.246691243101983e+31,2.1352862622952767e+31,6.115672949023974e+30,7.09536259506508e+30,0.9597266663176,1.0,CV,,,,7.6639374311232835,,,10.501537431123284,9.888237431123285,10.265837431123284,8.774937431123284,7.372637431123284,0.6133000000000024,-0.377600000000001,1.4909,1.4023000000000003
2CXO J002407.2-720452,274,6.030029614747832,-72.08134485891134,AB,BYDra,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,main,yes,2.6925325148426003e-16,6.848822761107698e-17,2.0144070423903e-16,4.6310803057783e-17,6.525107808684976e+29,1.6597499429423123e+29,4.881732365241034e+29,1.1223002173345228e+29,,5.048639950544498e-09,AB,7.115937400605706,,,,,,10.619037431123283,8.605237431123285,8.210437431123285,6.952837431123285,6.014637431123283,2.0138,0.3948,1.2576,0.938200000000002
2CXO J002410.0-720441,10,6.041962381283099,-72.07814111254322,CV?,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,2.1401281160987e-15,1.1208364251951e-15,4.1391555134407e-16,6.833870483331e-16,5.186405959802583e+30,2.716245196662607e+30,1.0030867153220708e+30,1.6561263943336864e+30,0.71975961064618,0.1458734968863499,CV?,,,,,,,,,,,,,,,
2CXO J002412.6-720441,5,6.052595296876973,-72.07808908903134,MSP?,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,7.385884133077301e-16,8.0317254037717e-17,1.1821705252104002e-16,6.089859268496002e-16,1.7899018847541183e+30,1.946415646253686e+29,2.86488281301165e+29,1.4758220391993582e+30,0.88475433838033,0.38141703345376,MSP?,,,,,,,,,,,,,,,
2CXO J002421.4-720433,221,6.089365535522461,-72.07584502810663,none,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,2.6723803210678004e-16,7.3092153913177e-17,4.0964859316126e-17,2.1077017443902e-16,6.476270798830048e+29,1.7713219120785844e+29,9.927461300164136e+28,5.107823595401748e+29,0.52608676528854,0.46189668998521,none,,,,,,,,,,,,,,,
2CXO J002404.6-720434,40,6.019365845214736,-72.07625343496831,none,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,1.455268208678e-15,6.597820469055398e-17,2.6511801180142e-16,1.1711053660846e-15,3.5267102253474256e+30,1.59892181897947e+29,6.424894033748035e+29,2.838067405651446e+30,0.50485818238331,0.989374226252407,none,,,,,,,,,,,,,,,
2CXO J002404.9-720451,37,6.020709356714406,-72.08094467971281,qLMXB?,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,1.5754248364977e-14,2.1365222124067e-15,4.05567008146e-15,7.5386898749381e-15,3.817898891084824e+31,5.177667379968046e+30,9.828547797325927e+30,1.8269329673476035e+31,1.0,1.0,qLMXB?,,,,,,,,,,,,,,,
2CXO J002403.3-720524,301,6.013897872643497,-72.09019333048579,none,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,3.8879334412611004e-16,1.9228961719202e-16,1.1038900560898e-16,2.1499397016167e-16,9.422053296430956e+29,4.6599640886492414e+29,2.6751772114968585e+29,5.21018344546939e+29,0.50196790516513,0.6487187043588001,none,,,,,,,,,,,,,,,
2CXO J002413.7-720334,243,6.057526935750047,-72.05955644850697,AB,RG,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,main,yes,1.1079400388589e-15,3.4306661605175e-16,3.2169137630210003e-16,6.474054792599e-16,2.684991976609636e+30,8.313907605417592e+29,7.795898099370425e+29,1.5689283322735147e+30,0.84592117996627,0.999674771176874,AB,3.874938178803948,,,,,,6.969837431123285,5.316337431123284,4.720837431123282,3.920037431123284,3.108237431123285,1.653500000000001,0.5955000000000013,0.8007999999999988,0.8117999999999981
2CXO J002410.5-720506,9,6.043940133986666,-72.08516411417473,AB,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,main,yes,5.4959879214732e-16,1.9602705680991e-16,1.7614706090161e-16,3.698778025297e-16,1.3319027163146255e+30,4.7505375405973534e+29,4.268763909925128e+29,8.963652339354843e+29,0.7537093945971,0.47143109976865,AB,3.773937431123283,,,,,,5.747937431123283,4.562637431123285,4.540737431123283,3.733237431123285,3.1258374311232835,1.185299999999998,0.0219000000000022,0.8074999999999974,0.6074000000000019
2CXO J002406.0-720449,29,6.025293477823652,-72.08031301305923,Spider,MS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,main,no,8.7297009628857e-15,5.8355492595787e-15,1.3007510898084e-15,1.8380773559599e-15,2.115563678670753e+31,1.4141923201201806e+31,3.152252032789453e+30,4.454413397879469e+30,0.90359938705998,0.7350991741869299,Spider,9.033937431123285,,,,,,,,7.824637431123282,,6.971337431123285,,,,
2CXO J002409.2-720543,140,6.038506248539704,-72.0955270631312,CV,,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4841R/abstract,NGC 104,main,yes,2.555921679236e-15,1.7887121776813e-15,5.5742839791583e-16,6.4350523685501e-16,6.194043866001367e+30,4.334781375429539e+30,1.3508770542130172e+30,1.5594764493225676e+30,0.62980607979731,0.9999577157296652,CV,,10.933937431123285,,,,,9.347737431123283,9.810937431123286,9.779937431123283,9.638137431123283,8.842737431123282,-0.4632000000000005,0.0310000000000023,0.1417999999999999,0.7954000000000008
2CXO J002411.6-720503,6,6.048592974653275,-72.08439452132671,MSP?,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,7.017539132001101e-16,2.0357332703831e-16,1.4274591690369e-16,4.817939617220102e-16,1.7006368218602393e+30,4.933414540308008e+29,3.4593175455138896e+29,1.1675838729818776e+30,0.5289017351409,0.77560704960471,MSP?,,,,,,,,,,,,,,,
2CXO J002407.9-720454,20,6.033108657981927,-72.08190712825396,CV?,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,5.8120585069063e-15,2.2363403941842e-15,1.8714337480089e-15,1.8014367677735e-15,1.4084995497320938e+31,5.419567670410101e+30,4.535249582040168e+30,4.3656182629008063e+30,0.99299298293442,0.9998222238724152,CV?,,,,,,,,,,,,,,,
2CXO J002405.6-720449,32,6.023531601307411,-72.08035973130853,CV?,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,1.2716781713814e-14,6.1175539056521e-15,2.3186527542639e-15,4.5394726469298e-15,3.0817964576000964e+31,1.4825335827803477e+31,5.619044193180612e+30,1.100099933891608e+31,0.99999999999984,0.99977769328547,CV?,,,,,,,,,,,,,,,
2CXO J002407.5-720417,270,6.031489322693403,-72.07158738533103,none,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,1.1335414500942e-16,,2.3544587904119e-17,1.4248995178205e-16,2.7470346696667987e+29,,5.705816867151842e+28,3.4531144634535726e+29,0.50133126246344,0.1747500363836099,none,,,,,,,,,,,,,,,
2CXO J002406.3-720417,280,6.026402407552496,-72.0713871584245,AB,WUma,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,main,no,4.0195600257611005e-16,9.9941217404825e-17,2.1241627629719e-16,1.9791258868703e-16,9.741038359607322e+29,2.421984561014033e+29,5.147715377690081e+29,4.796231691762096e+29,0.99981315577088,0.9983367245225214,AB,6.7349368818068776,,,,,,13.689437431123284,,13.250837431123283,11.359737431123284,9.709937431123285,,,1.891099999999998,1.6498000000000026
2CXO J002405.2-720446,34,6.02174116145045,-72.07968251135924,MSP?,,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4841R/abstract,NGC 104,main,yes,4.1481882954437e-15,1.911731172154e-15,8.239454854724301e-16,1.621609229955e-15,1.0052757279359212e+31,4.632906726572164e+30,1.9967569905097976e+30,3.929822570641661e+30,0.70954813390778,0.29525947313627,MSP?,9.483937431123284,9.933937431123285,,9.233937431123284,-0.4499999999999993,0.6999999999999993,10.766937431123283,9.033837431123285,10.284937431123282,8.433337431123284,8.284337431123284,1.7331000000000003,-1.2510999999999974,1.8515999999999977,0.1490000000000009
2CXO J002415.0-720503,239,6.062924109546884,-72.08417149167424,AB,BYDra,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,main,yes,9.917851661750299e-17,,3.4447760536125e-17,7.669731856071398e-17,2.403501200699493e+29,,8.348101648797335e+28,1.858689800353144e+29,,0.1070561479502,AB,5.990937400605706,,,,,,8.573537431123285,7.131737431123284,6.913837431123284,5.847437431123282,5.085537431123285,1.4418000000000006,0.2179000000000002,1.0664000000000016,0.7618999999999971
2CXO J002404.9-720455,36,6.020503013485381,-72.08210805364746,CV,,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4841R/abstract,NGC 104,main,yes,3.0974700721357e-14,3.2695452178093e-14,9.404757909618702e-16,1.0678870837762e-15,7.5064371714902705e+31,7.923445646049416e+31,2.2791575936988143e+30,2.5879272806290515e+30,0.98995544417029,1.0,CV,4.133937431123282,3.713937431123284,,3.393937431123284,0.4199999999999981,0.3200000000000003,4.885837431123285,4.397237431123283,4.943837431123285,3.3001374311232823,2.908437431123282,0.4886000000000017,-0.5466000000000015,1.6437000000000026,0.3917000000000001
2CXO J002407.5-720620,271,6.031624251876679,-72.10558890363606,AB,BYDra,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,main,yes,1.3434829848702002e-16,0.0,6.4951784950425e-17,5.693827314950898e-17,3.25580889630386e+29,0.0,1.57404746955422e+29,1.3798472950385825e+29,,0.26004695912137,AB,7.403937507417229,,,,,,,9.496937431123284,8.748837431123285,7.175437431123285,6.024237431123282,,0.7481000000000009,1.5733999999999997,1.1512000000000029
2CXO J002410.4-720500,72,6.043662345277312,-72.08333432706574,AB,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,main,yes,1.8314014372886e-15,5.075137533545602e-16,5.4326165153454e-16,9.3946435567224e-16,4.438234915795367e+30,1.2299134501714452e+30,1.3165452320617002e+30,2.2767064722100435e+30,0.9717293564866,0.36539111499118,AB,4.133937431123282,,,,,,6.917037431123283,5.123937431123284,5.026037431123285,4.065337431123282,3.2564374311232847,1.793099999999999,0.0978999999999992,0.9607000000000028,0.8088999999999977
2CXO J002402.1-720542,56,6.008888338794293,-72.09504306756897,CV,,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4841R/abstract,NGC 104,main,yes,7.8818784960399e-14,5.2654450478026e-14,1.4052614456013e-14,1.3078520243984e-14,1.91010161021668e+32,1.2760327464282029e+32,3.4055233804569336e+31,3.1694605023201834e+31,0.99929915393559,1.0,CV,,7.293937431123282,,6.2839374311232845,,1.009999999999998,5.834537431123284,6.094737431123285,7.842437431123283,7.375637431123284,6.713937431123284,-0.2602000000000011,-1.7476999999999985,0.4667999999999992,0.6616999999999997
2CXO J002415.9-720436,2,6.066267115705557,-72.07680453690621,CV,,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4841R/abstract,NGC 104,main,yes,4.3468728067104e-14,2.916752413059e-14,7.833307881408201e-15,6.1012165961413e-15,1.0534251132742405e+32,7.068484351270539e+31,1.8983309632492289e+31,1.4785743843203785e+31,1.0,1.0,CV,8.233937431123284,9.313937431123282,,7.173937431123285,-1.0799999999999983,2.139999999999997,8.536837431123285,8.279137431123285,7.828037431123285,10.114337431123284,9.214937431123284,0.2576999999999998,0.4511000000000003,-2.2863000000000007,0.8994
2CXO J002412.0-720512,248,6.050215989140554,-72.08679111973245,AB,RG,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,main,yes,1.1505358741776e-15,5.763885172321402e-16,1.5838794100286e-16,5.7088171567259e-16,2.788219111703956e+30,1.3968251799728596e+30,3.838387781548159e+29,1.3834799469407534e+30,0.72566579020878,0.950958474610609,AB,4.0109378583693776,,,,,,6.123537431123285,4.703337431123284,4.712137431123285,3.685137431123284,3.0180374311232825,1.4202000000000012,-0.0088000000000008,1.027000000000001,0.6671000000000014
2CXO J002406.4-720443,27,6.026624661083986,-72.0786436626011,CV,,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4841R/abstract,NGC 104,main,yes,7.872642630168499e-14,3.3030514883072e-14,9.7673901572637e-15,3.6393471960049e-14,1.907863382073278e+32,8.00464504700764e+31,2.367038222725413e+31,8.819627126603356e+31,1.0,1.0,CV,9.843937431123283,7.743937431123285,,6.933937431123283,2.099999999999998,0.8100000000000023,7.424837431123283,8.617737431123285,8.959237431123285,8.472537431123286,7.0792374311232855,-1.1929000000000016,-0.3414999999999999,0.486699999999999,1.3933
2CXO J002406.3-720439,351,6.0265249713991125,-72.07750055820601,none,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,1.4223529698793001e-15,9.4275169077196e-16,2.1488133715726e-16,3.0174447905188004e-16,3.446943135989664e+30,2.2846730300178708e+30,5.20745388698666e+29,7.312503175487562e+29,0.8482093597471,0.60555337250908,none,,,,,,,,,,,,,,,
2CXO J002401.4-720504,306,6.005757299449556,-72.08456098146011,none,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,2.8333613375880003e-16,0.0,1.1717262314266002e-16,1.9084624307896003e-16,6.866393659800368e+29,0.0,2.839572016373468e+29,4.624985228991785e+29,0.51699033993302,0.20495576192524,none,,,,,,,,,,,,,,,
2CXO J002408.4-720500,15,6.035410209382633,-72.08345007494681,CV,,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4841R/abstract,NGC 104,main,yes,1.7716342845649e-14,1.6306027631802e-14,2.4759968034471007e-15,5.8031323013507e-16,4.293394653777925e+31,3.951617580934731e+31,6.000353194396306e+30,1.4063363649515314e+30,0.99247145293252,0.994302107450574,CV,9.203937431123284,8.463937431123284,,7.513937431123285,0.7399999999999984,0.9499999999999992,8.948537431123285,8.247037431123285,9.798937431123283,8.672037431123282,7.932837431123282,0.7014999999999993,-1.5518999999999998,1.126900000000003,0.7392000000000003
2CXO J002413.4-720451,4,6.056122743572644,-72.08091706863287,AB?,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,1.9327740122753e-15,7.3878770094382e-16,5.275134418023102e-16,6.728111392993802e-16,4.683902136891446e+30,1.790384840225689e+30,1.2783808772284252e+30,1.6304966401006524e+30,0.67892703011156,0.77115349777778,AB?,,,,,,,,,,,,,,,
2CXO J002415.7-720307,166,6.065576644176247,-72.05200807185273,none,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,1.0516993268874e-15,4.4730218746718e-16,1.9375209084645e-16,3.5388481219916e-16,2.548697723215005e+30,1.0839961932473035e+30,4.695405808331037e+29,8.576076755718371e+29,0.66549830856768,0.55897117517823,none,,,,,,,,,,,,,,,
2CXO J002402.6-720441,80,6.011082265832215,-72.07817516691259,none,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,5.821757478648401e-16,3.0889129166135003e-16,1.2881980273192e-16,2.3330455776808e-16,1.4108500073738017e+30,7.485699682895337e+29,3.121830826872845e+29,5.653923892478181e+29,0.47429016094978,0.39250972246338,none,,,,,,,,,,,,,,,
2CXO J002408.3-720431,17,6.034623809508503,-72.07542710703729,qLMXB?,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,1.2443973439531e-14,3.8726429668223e-15,2.3972699023839002e-15,6.2058256795387e-15,3.015683852051787e+31,9.384998221474902e+30,5.8095657056476e+30,1.5039254448246805e+31,0.80292108601616,0.9981461285329176,qLMXB?,,,,,,,,,,,,,,,
2CXO J002406.1-720542,282,6.025825462764487,-72.09524181273338,none,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,4.7944399993921e-16,2.2133183796083e-16,8.1331703511081e-17,1.8278020950895e-16,1.1618889542039124e+30,5.3637759106995794e+29,1.970999907144406e+29,4.429512237142459e+29,0.62133020696854,0.00708100227982,none,,,,,,,,,,,,,,,
2CXO J002412.5-720521,246,6.052402033671342,-72.08939880554105,AB,BYDra,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,main,yes,1.137757017113e-16,0.0,3.6291817791657e-17,1.357244793286e-16,2.75725071315774e+29,0.0,8.79499216289155e+28,3.289159388103144e+29,,,AB,6.627936530854729,,,,,,9.093337431123285,7.647037431123284,7.441537431123283,6.319337431123284,5.447337431123284,1.4463000000000008,0.2055000000000006,1.1221999999999994,0.8719999999999999
2CXO J002403.8-720457,106,6.015880921397411,-72.08250775124291,MSP,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,1.9982254763337e-15,4.3798967882749006e-16,3.5351454322385e-16,1.6120881803281001e-15,4.842517810746101e+30,1.0614281750308774e+30,8.567103623662247e+29,3.9067491722983193e+30,0.84287654985991,0.919086619260237,MSP,,,,,,,,,,,,,,,
2CXO J002402.0-720425,305,6.008461554834241,-72.07372353375412,none,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,1.4478071462459002e-16,1.2344000328413002e-16,0.0,9.8931080221489e-17,3.508629018725626e+29,2.9914562772901605e+29,0.0,2.397504804552432e+29,,0.01734744409729,none,,,,,,,,,,,,,,,
2CXO J002411.3-720451,250,6.04704202171547,-72.08088417324318,none,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,4.3209730357214e-16,2.5992199298674e-16,9.0041781664724e-17,2.0745928733635e-16,1.0471485391941925e+30,6.298973240759118e+29,2.182080734065877e+29,5.027587255939867e+29,0.49074448931342,0.25831089023409,none,,,,,,,,,,,,,,,
2CXO J002406.0-720456,30,6.02497862968022,-72.08230708358678,CV,,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4841R/abstract,NGC 104,main,yes,3.0614407672877997e-14,1.8612034868918e-14,6.4216799584746e-15,6.477426567690401e-15,7.419123426119116e+31,4.510457474114973e+31,1.556235767290927e+31,1.569745451318753e+31,0.48347378133106,1.0,CV,7.173937431123285,7.353937431123285,,6.833937431123285,-0.1799999999999997,0.5199999999999996,5.766337431123283,6.284537431123283,8.483637431123285,7.345737431123283,6.408037431123283,-0.5182000000000002,-2.1991000000000014,1.137900000000002,0.9376999999999996
2CXO J002415.1-720443,3,6.063268252102205,-72.07877112819371,AB,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,main,yes,2.5656487911628e-15,7.9091665233893e-16,6.027859694628101e-16,1.3513725101233e-15,6.217616637598231e+30,1.9167146156069443e+30,1.4607970060251823e+30,3.2749284436267005e+30,0.9880891582021,0.68793091629442,AB,4.243937431123285,,,,,,7.144237431123283,5.515537431123285,5.075237431123284,3.739237431123282,2.9048374311232834,1.6286999999999985,0.4403000000000006,1.336000000000002,0.8343999999999987
2CXO J002410.7-720415,95,6.045005403008872,-72.07103345571639,MSP?,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,1.2174147399902e-16,0.0,0.0,1.0891061969859e-16,2.950293963964488e+29,0.0,0.0,2.639349872755512e+29,,,MSP?,,,,,,,,,,,,,,,
2CXO J002401.3-720445,57,6.005678734542528,-72.07937383606605,none,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,2.0911455092621e-15,8.799681038360901e-16,5.839398901115901e-16,6.8163664488706e-16,5.067701064468039e+30,2.1325227138697124e+30,1.4151252457549333e+30,1.651884450687271e+30,0.73275332180814,0.9997849118629109,none,,,,,,,,,,,,,,,
2CXO J002407.8-720458,267,6.032743297153331,-72.08288093863058,AB,WUma,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,main,yes,2.2169609153999e-16,0.0,8.1438436807694e-17,1.8846305283405e-16,5.3726032650977766e+29,0.0,1.973586491571287e+29,4.567230779636313e+29,0.65388546488013,0.478941783202,AB,4.25693814828637,,,,,,5.6772374311232845,4.773037431123285,4.841737431123285,4.307537431123283,3.7152374311232848,0.9041999999999994,-0.0686999999999997,0.534200000000002,0.592299999999998
2CXO J002412.8-720445,245,6.053676309912987,-72.07929378732129,none,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,,,1.8475160699095e-16,0.0,4.3624047181507e-17,7.000319687155298e-17,4.477287263192876e+29,0.0,1.0571891308325884e+29,1.6964638459201096e+29,0.48123188686854,0.0001447365124299,none,,,,,,,,,,,,,,,
2CXO J002413.5-720447,244,6.056505705698044,-72.07980791057844,AB,BYDra,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,main,yes,2.1735664915689003e-16,8.8442558111791e-17,4.2510112145205e-17,1.8819036782657e-16,5.2674408233325765e+29,2.1433250048943538e+29,1.0301939277526848e+29,4.560622506340407e+29,0.52233391057684,0.1166218831639499,AB,6.170937705781487,,,,,,8.631237431123285,7.075837431123283,7.078637431123283,5.931237431123282,5.230937431123284,1.5554000000000023,-0.0028000000000005,1.147400000000001,0.7002999999999986
2CXO J002403.7-720459,44,6.015429444260917,-72.08308786264749,CV,,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4841R/abstract,NGC 104,main,yes,6.1942189849149e-15,3.740397267010401e-15,1.082349959186e-15,1.2780264196939001e-15,1.5011126678830729e+31,9.06451278861539e+30,2.622976744563952e+30,3.0971808603536454e+30,0.71543274151995,0.9962336845626636,CV,9.933937431123285,,,,,,4.172837431123284,9.116737431123283,10.434137431123284,8.661037431123283,7.984337431123283,-4.943899999999999,-1.3173999999999992,1.7730999999999997,0.6767000000000003
2CXO J002412.6-720422,69,6.052825168811978,-72.07290125987876,AB,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,main,no,1.7646289258117e-16,0.0,,1.0202452154221e-16,4.2764178036001966e+29,0.0,,2.4724715431387827e+29,,0.07317950690617,AB,5.0439374311232825,,,,,,10.572437431123284,9.027037431123285,8.525637431123283,7.311437431123284,7.967237431123284,1.5454000000000008,0.5014000000000003,1.2141999999999982,-0.6557999999999993
2CXO J002419.4-720431,182,6.08088573132909,-72.07541262800366,AB,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3706B/abstract,NGC 104,main,yes,4.7984408543846e-16,2.7529744671759003e-16,7.7981100047012e-17,2.5865459992691e-16,1.162858525045084e+30,6.671583386219547e+29,1.889801077764693e+29,6.26825912196656e+29,0.79780699281227,0.74822186423436,AB,6.723937431123282,,,,,,10.120537431123283,8.412137431123284,7.706537431123284,6.3381374311232825,5.416537431123285,1.708400000000001,0.7056000000000004,1.3684000000000012,0.921599999999998
2CXO J002411.1-720620,120,6.046355328649952,-72.10558731327166,CV,,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4841R/abstract,NGC 104,main,yes,7.7407885608845e-15,5.461880377508e-15,1.2303460437767e-15,1.5014463901013e-15,1.8759097468859896e+31,1.3236370630593517e+31,2.9816318032843966e+30,3.6386188506045137e+30,0.83835668807243,0.79523406635502,CV,9.473937431123282,9.803937431123284,,9.403937431123286,-0.3300000000000018,0.3999999999999986,8.704137431123282,9.078637431123283,10.394537431123284,9.533137431123285,8.690137431123283,-0.3745000000000011,-1.3158999999999992,0.8613999999999997,0.843
